Solucion:
Valor Objetivo Z = 2932.8019658362523
Asignacion de Variables
x318 = 0.0
x319 = 0.0
x320 = 0.0
x321 = 0.0
x322 = 0.0
x323 = 0.0
x324 = 0.0
x325 = 0.0
x326 = 0.0
x327 = 0.0
x328 = 0.0
x329 = 0.0
x330 = 0.0
x331 = 0.3295431408194044
x332 = 0.0
x333 = 0.0
x334 = 0.0
x335 = 0.0
x336 = 0.0
x337 = 0.0
x338 = 0.0
x339 = 0.0
x340 = 0.0
x341 = 0.0
x342 = 0.0
x343 = 0.0
x344 = 0.0
x345 = 0.0
x346 = 0.0
x347 = 0.0
x348 = 0.0
x349 = 0.0
x350 = 0.0
x351 = 0.0
x352 = 0.0
x353 = 0.0
x354 = 0.0
x355 = 0.0
x356 = 0.0
x357 = 0.0
x358 = 0.0
x359 = 0.0
x360 = 0.0
x361 = 0.0
x362 = 0.0
x363 = 0.0
x364 = 0.0
x365 = 0.0
x366 = 0.0
x367 = 0.0
x368 = 0.0
x369 = 0.0
x370 = 0.0
x371 = 0.0
x372 = 0.0
x373 = 0.0
x374 = 0.0
x375 = 0.0
x376 = 0.0
x377 = 0.0
x378 = 1.2641282781792391
x379 = 0.0
x380 = 0.0
x381 = 0.0
x382 = 0.0
x383 = 0.0
x384 = 0.0
x385 = 0.0
x386 = 0.0
x387 = 0.0
x388 = 0.0
x389 = 0.0
x390 = 0.0
x391 = 0.0
x392 = 0.09335053151218439
x393 = 0.0
x394 = 0.0
x395 = 0.0
